legis_names,clean_votes,law_unique,same_day
Abdellatif Mekki,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Sana Mersni,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Lamia Mlayah,excuse,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Ikram Moulahi,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Abdelfattah Mourou,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Noureddine Mrabti,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Fatma Mseddi,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Lotfi Nabli,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Brahim Nacef,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Hassouna Nasfi,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Hela Omrane,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Hayet Omri,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Taoufik Ouali,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Faten  Oueslati,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Leila Oueslati,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Leila Ouled Ali,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Imed Ouled Jebril,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Mohamed Rachdi Bouguerra,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Mongi Rahoui,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Zouhair Rejbi,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Najla Saadaoui,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Mohamed Saidane,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Ahmed Saidi,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Sana Salhi,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Ahmed Seddik,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Moncef Sellami,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Mohamed Sidhom,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Houda Slim,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Mohamed Mohsen Soudani,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Amal Souid,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Olfa Soukri,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Hedi Soula,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Karima  Taggaz,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Nawel Tayech,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Faycel Tebini,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Houda Tekaya,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Rim Thairi,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Mohamed Nejib Torjmane,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Sofien Toubel,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Radhia Toumi,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Mohamed Troudi,excuse,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Dorra Yaacoubi,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Hssine Yahyaoui,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Lilia Younes Ksibi,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Leila Zahaf,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Nadia Zangar,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Souad Zaouali,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Ridha Zghondi,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Yamina Zoghlami,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Hafedh Zouari,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Mohamed Zrig,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Leila ™Chettaoui Bougatef,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Faycel Khelifa,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,Remove
Imed Ouled Jebril,excuse,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,Remove
Houda Tekaya,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,Remove
Samia Abbou,absent,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Badreddine Abdelkefi,pour,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Abir Abdelli,pour,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Asma Abou Hana,pour,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Mohamed Anouar Adhar,absent,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Oussama Al Saghir,pour,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Lotfi Ali,abstenu,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Aymen Aloui,absent,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Souhail Alouini,absent,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Nizar Amami,excuse,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Ahmed Ameri,absent,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Hssan Amri,pour,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Noura Amri,pour,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Ammar Amroussia,absent,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Mbarka AouaniaŒæ,absent,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Jihen Aouichi,pour,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Sahbi Atig,absent,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Wafa Attia,pour,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Chafik Ayadi,absent,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Chaker Ayadi,pour,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Fathi Ayadi,pour,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Dalila Babba,pour,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Kalthoum Badreddine,pour,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Chakib Bani,absent,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Walid Banneni,absent,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Salah Bargaoui,contre,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Tarek Barrak,absent,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Taher Battikh,pour,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Souad Bayouli,absent,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Mohamed Ali Bedoui,absent,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Ali Belakhoua,absent,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Abdelmoumen Belanes,absent,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Haykel Belgacem,absent,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Mondher Belhaj Ali,absent,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Bochra Belhaj Hamida,absent,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Moez Belhaj Rhouma,pour,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Lakhdhar Belhouchat,excuse,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Aroua Ben Abbas,pour,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Najia Ben Abdelhafidh,contre,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Noureddine Ben Achour,pour,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Mustapha Ben Ahmed,absent,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Khawla Ben Aicha,contre,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Nadhir Ben Ammou,pour,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Bechir Ben Amor,absent,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Hedi Ben Braham,pour,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Abdelkader Ben Dhifallah,absent,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Mahbouba Ben Dhifallah,absent,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Faouzia Ben Fodha,absent,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Ramzi Ben Fraj,absent,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Sahbi Ben Fraj,absent,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Mehdi Ben Gharbia,pour,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
El Khansa Ben Harrath,pour,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Rabha Ben Hassine,contre,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Ibtihej Ben Helal,pour,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Emna Ben Hmayed,pour,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
Ismail Ben Mahmoud,excuse,Projet de loi NŒÁ09/2016 relatif aux banques et aux í©tablissements financiers Article 32 2016-05-11,A
